0.0,0.0,0.0,-3.6805868e-06,0.0025528073,-0.0025643408
0.0,0.054444447,0.0,-4.659593e-05,0.002547443,-0.0022783875
0.0,0.108888894,0.0,-8.328259e-05,0.0025383532,-0.0020148158
0.0,0.16333334,0.0,-0.00011356175,0.0025250018,-0.0018289387
0.0,0.21777779,0.0,-0.00013767183,0.002507627,-0.0018042326
0.0,0.27222222,0.0,-0.00015632808,0.00248757,-0.002097249
0.0,0.32666665,0.0,-0.00016905367,0.0024532676,-0.0030119717
0.0,0.38111112,0.0,-0.00017152727,0.0023526251,-0.0050599277
0.0,0.43555558,0.0,-0.00015290082,0.0020079613,-0.0011098087
0.0,0.49,0.0,-0.000110670924,0.00082445145,0.6447145
0.0,0.51,0.0,-0.00017823279,-0.0009876788,0.6564156
0.0,0.5644444,0.0,-0.00020931661,-0.0019682348,0.008236259
0.0,0.61888885,0.0,-0.00021667778,-0.0022057295,-0.0036349893
0.0,0.67333335,0.0,-0.00021375716,-0.0023077726,-0.00492388
0.0,0.7277778,0.0,-0.00021086633,-0.002364546,-0.0051939785
0.0,0.7822222,0.0,-0.00021089613,-0.0023893714,-0.005352229
0.0,0.83666664,0.0,-0.00021366775,-0.0023926198,-0.005542189
0.0,0.89111114,0.0,-0.00021858513,-0.0023818612,-0.005793661
0.0,0.94555557,0.0,-0.0002258867,-0.0023608506,-0.0061125457
0.0,1.0,0.0,-0.00023569167,-0.0023325682,-0.006500095
0.05,0.0,0.0,-4.336238e-06,0.0025475323,-0.002482444
0.05,0.054444447,0.0,-4.6893954e-05,0.0025417805,-0.0021890402
0.05,0.108888894,0.0,-8.331239e-05,0.002532214,-0.0019181371
0.05,0.16333334,0.0,-0.00011320412,0.0025177598,-0.0017221272
0.05,0.21777779,0.0,-0.00013713539,0.0024997294,-0.0016884506
0.05,0.27222222,0.0,-0.00015537441,0.0024783015,-0.0019717515
0.05,0.32666665,0.0,-0.00016759336,0.00244236,-0.0028814077
0.05,0.38111112,0.0,-0.00016961992,0.0023383498,-0.0049112737
0.05,0.43555558,0.0,-0.00015090406,0.0019910038,-0.00046801567
0.05,0.49,0.0,-0.000110670924,0.00080636144,0.6572424
0.05,0.51,0.0,-0.00017799437,-0.0009855032,0.65629816
0.05,0.5644444,0.0,-0.00020934641,-0.0019608736,0.008742243
0.05,0.61888885,0.0,-0.00021664798,-0.00220263,-0.0035647154
0.05,0.67333335,0.0,-0.00021381676,-0.002305925,-0.0049049854
0.05,0.7277778,0.0,-0.00021074712,-0.0023643672,-0.0051811635
0.05,0.7822222,0.0,-0.00021071732,-0.0023903847,-0.00533548
0.05,0.83666664,0.0,-0.00021325052,-0.0023951828,-0.0055185854
0.05,0.89111114,0.0,-0.00021781027,-0.002385497,-0.0057585537
0.05,0.94555557,0.0,-0.0002245754,-0.0023660362,-0.006062895
0.05,1.0,0.0,-0.00023378432,-0.0023393035,-0.0064310133
0.1,0.0,0.0,-5.1110983e-06,0.002543211,-0.002407223
0.1,0.054444447,0.0,-4.7430396e-05,0.002536714,-0.0021072924
0.1,0.108888894,0.0,-8.352101e-05,0.0025265813,-0.0018287599
0.1,0.16333334,0.0,-0.000113114715,0.0025114715,-0.001625061
0.1,0.21777779,0.0,-0.00013656914,0.0024924278,-0.0015824139
0.1,0.27222222,0.0,-0.00015462935,0.0024698973,-0.0018583238
0.1,0.32666665,0.0,-0.00016649067,0.002432555,-0.0027614236
0.1,0.38111112,0.0,-0.0001680702,0.0023249686,-0.004776031
0.1,0.43555558,0.0,-0.0001489371,0.0019746125,0.00017341971
0.1,0.49,0.0,-0.00011099875,0.0007891059,0.6692265
0.1,0.51,0.0,-0.00017775595,-0.000982821,0.65667427
0.1,0.5644444,0.0,-0.00020940602,-0.0019530058,0.009270579
0.1,0.61888885,0.0,-0.00021661818,-0.0021991134,-0.0034932494
0.1,0.67333335,0.0,-0.00021393597,-0.0023043156,-0.004886389
0.1,0.7277778,0.0,-0.00021068752,-0.0023637116,-0.0051696002
0.1,0.7822222,0.0,-0.0002104193,-0.0023912787,-0.005320698
0.1,0.83666664,0.0,-0.00021265447,-0.002397269,-0.005496353
0.1,0.89111114,0.0,-0.00021697581,-0.002388835,-0.0057261884
0.1,0.94555557,0.0,-0.0002233535,-0.0023706853,-0.0060167015
0.1,1.0,0.0,-0.00023193657,-0.0023456216,-0.0063670576
0.15,0.0,0.0,-5.9753656e-06,0.0025395155,-0.0023379028
0.15,0.054444447,0.0,-4.8026443e-05,0.0025327206,-0.0020324886
0.15,0.108888894,0.0,-8.375943e-05,0.002521664,-0.0017472208
0.15,0.16333334,0.0,-0.000113114715,0.0025058985,-0.0015357137
0.15,0.21777779,0.0,-0.00013630092,0.0024861097,-0.0014845133
0.15,0.27222222,0.0,-0.0001540035,0.0024625957,-0.0017544031
0.15,0.32666665,0.0,-0.0001654476,0.0024232566,-0.002652675
0.15,0.38111112,0.0,-0.00016669929,0.002312541,-0.0046527386
0.15,0.43555558,0.0,-0.0001475364,0.0019593835,0.0008177757
0.15,0.49,0.0,-0.00011126697,0.0007724166,0.6807028
0.15,0.51,0.0,-0.00017766654,-0.0009794831,0.657496
0.15,0.5644444,0.0,-0.00020958483,-0.0019447803,0.009821802
0.15,0.61888885,0.0,-0.00021673739,-0.002195537,-0.0034188032
0.15,0.67333335,0.0,-0.00021402538,-0.002302289,-0.0048688054
0.15,0.7277778,0.0,-0.00021056831,-0.0023632348,-0.0051579177
0.15,0.7822222,0.0,-0.00021018088,-0.002391994,-0.00530681
0.15,0.83666664,0.0,-0.00021226704,-0.0023991168,-0.0054762065
0.15,0.89111114,0.0,-0.00021626055,-0.0023919344,-0.0056961477
0.15,0.94555557,0.0,-0.00022234023,-0.002375096,-0.005973667
0.15,1.0,0.0,-0.00023026764,-0.0023514628,-0.006307751
0.2,0.0,0.0,-6.92904e-06,0.0025366545,-0.0022743642
0.2,0.054444447,0.0,-4.8682094e-05,0.0025292337,-0.0019640028
