0.012578381,0.0029542372,0.37014306
0.012005014,0.002876386,0.3713765
0.011378391,0.0026677698,0.37250388
0.010686738,0.0023454428,0.37352577
0.009920342,0.0019226372,0.37444013
0.009069426,0.0014083087,0.37523997
0.008125899,0.00080966204,0.37591606
0.0070826993,0.00012950599,0.3764562
0.0059334473,-0.000630416,0.37684715
0.004672824,-0.0014715865,0.37707406
0.004181175,-0.0018017069,0.37711325
0.0027616755,-0.0027586892,0.37709045
0.001222773,-0.0038065389,0.3768654
-0.000437574,-0.0049514994,0.37642127
-0.0022178753,-0.0062030554,0.37573957
-0.0041153445,-0.0075707585,0.37480247
-0.006124766,-0.009065986,0.37359038
-0.00823717,-0.010700747,0.37208506
-0.010441707,-0.012486726,0.37026727
-0.012722606,-0.0144347325,0.36811942
0.010127811,0.0040744618,0.368589
0.009664876,0.0038647726,0.36976063
0.009143187,0.003540121,0.370831
0.008555232,0.0031148866,0.37180007
0.007891638,0.002600722,0.37266278
0.0071458356,0.0020043552,0.37341073
0.006311013,0.001330629,0.37403363
0.0053814785,0.0005816147,0.37451887
0.0043521062,-0.00024292618,0.37485212
0.0032178895,-0.0011441857,0.37501973
0.0027737156,-0.001495041,0.37503675
0.0014897571,-0.00250756,0.37495202
9.1908965e-05,-0.0036067814,0.37466478
-0.0014212443,-0.004799843,0.37415862
-0.003049837,-0.006094672,0.37341648
-0.00479217,-0.0075005367,0.37242192
-0.0066445186,-0.009027801,0.3711573
-0.008600252,-0.010686912,0.36960548
-0.010649988,-0.012488633,0.36774927
-0.012781376,-0.014441863,0.36557305
0.007805689,0.0051108003,0.36709398
0.0074369,0.0047849193,0.3682264
0.007006912,0.0043588206,0.36926132
0.006509377,0.003844224,0.37019554
0.0059384243,0.0032500774,0.3710227
0.0052879886,0.0025821254,0.3717334
0.0045534805,0.0018430576,0.37231603
0.0037305192,0.0010336265,0.37275684
0.00281377,0.00015308708,0.37304306
0.0017998205,-0.0008014068,0.3731593
0.0014019595,-0.0011712983,0.37315673
0.00024819234,-0.0022330657,0.3730173
-0.001011969,-0.0033791512,0.37267324
-0.0023806258,-0.0046159625,0.3721095
-0.0038589998,-0.005951874,0.37131044
-0.005446227,-0.007394761,0.37026036
-0.007139997,-0.008954309,0.3689435
-0.008935766,-0.010639764,0.36734423
-0.010825487,-0.012460776,0.365447
-0.012799541,-0.014425844,0.36323714
0.0056001083,0.0060758144,0.3656531
0.005311011,0.0056483,0.36676913
0.0049595223,0.005133778,0.36778867
0.0045412765,0.00454168,0.3687066
0.0040525035,0.0038784072,0.36951435
0.0034888522,0.0031485483,0.37020236
0.0028469698,0.0023528636,0.37075686
0.0021234737,0.0014910176,0.37116525
0.0013135658,0.00056091696,0.37141347
0.00041422108,-0.00044008344,0.37148792
6.0497317e-05,-0.0008265525,0.3714686
-0.0009676232,-0.0019320995,0.37128198
-0.002094166,-0.0031204075,0.37088788
-0.003321649,-0.0043973103,0.37027198
-0.0046517565,-0.0057712495,0.3694199
-0.00608501,-0.007249482,0.3683176
-0.00761977,-0.008841127,0.36695015
-0.009253563,-0.010554299,0.365304
-0.010980273,-0.012397461,0.36336428
-0.012791568,-0.014378287,0.3611186
0.0034994022,0.006981015,0.3642606
0.003276764,0.0064647496,0.3653828
0.0029919879,0.005873248,0.366407
0.0026427791,0.005213946,0.3673262
0.0022275434,0.0044909343,0.36813065
0.0017426298,0.003707543,0.36880904
0.0011867867,0.0028626695,0.36934865
0.000555797,0.0019555092,0.3697353
-0.00015299162,0.0009827688,0.36995655
-0.0009429469,-5.9083104e-05,0.36999762
-0.0012544408,-0.0004601255,0.3699649
-0.002161698,-0.0016043261,0.3697387
-0.0031586303,-0.002830036,0.3693015
-0.004248367,-0.0041436404,0.36863917
-0.005433516,-0.0055521876,0.36774
-0.0067149415,-0.007063754,0.36658955
-0.008092048,-0.008685932,0.36517483
-0.009563403,-0.01042708,0.36348304
-0.011124538,-0.012294374,0.36150187
-0.012769418,-0.014294714,0.3592189
0.0014946447,0.007836863,0.36291072
0.0013253824,0.007243067,0.3640603
0.0010964111,0.006584555,0.36510837
0.0008072243,0.0058664978,0.36604583
0.00045713643,0.005092144,0.36686218
4.4702087e-05,0.0042618588,0.3675449
-0.00043225428,0.003374368,0.36808097
-0.0009755804,0.0024275556,0.36845708
-0.0015886738,0.0014172941,0.36866015
-0.0022745444,0.0003400445,0.3686778
-0.002545239,-7.389486e-05,0.36863482
-0.0033363714,-0.001251623,0.36837786
-0.004208164,-0.0025107116,0.36790413
-0.005164446,-0.0038567781,0.367203
-0.0062080338,-0.0052964315,0.36626217
-0.0073398217,-0.006838694,0.36506847
-0.00856136,-0.008489959,0.3636109
-0.0098716635,-0.010258101,0.36187726
-0.0112675,-0.012150168,0.3598561
-0.01274416,-0.014171466,0.35753673
-0.00042405864,0.008654296,0.36159796
-0.0005516126,0.007991508,0.36279503
-0.00073446473,0.007273838,0.36388522
-0.0009713932,0.006504059,0.36485636
-0.0012629642,0.0056840777,0.3656984
-0.001609744,0.0048127174,0.36639798
-0.0020125224,0.0038876012,0.36694208
-0.0024737283,0.002905801,0.3673182
-0.002995999,0.0018633008,0.36751372
-0.003582181,0.00075445324,0.3675157
-0.003814028,0.0003296137,0.3674658
-0.0044934615,-0.00087836385,0.36718503
-0.0052445247,-0.0021661818,0.36668342
-0.0060719266,-0.003540203,0.36595064
-0.0069774254,-0.0050085336,0.36497435
-0.007964121,-0.0065776557,0.36374405
-0.009032967,-0.008255728,0.36224884
-0.0101835895,-0.010049477,0.3604775
-0.011415305,-0.011965044,0.35842037
-0.012724394,-0.014008164,0.35606718
-0.00226465,0.009443134,0.36031604
-0.0023609116,0.00871779,0.36157978
-0.0025059446,0.007946178,0.36272776
-0.0026985272,0.0071300566,0.36374807
-0.0029374673,0.0062685013,0.36462855
-0.0032232716,0.005360149,0.36535653
-0.0035572066,0.0044012964,0.3659197
-0.0039406135,0.00338839,0.3663052
-0.004376532,0.0023166984,0.36650187
-0.004867123,0.0011804029,0.36649752
-0.005062075,0.0007456094,0.3664434
-0.0056335493,-0.00048882514,0.3661471
-0.0062690987,-0.0018018633,0.3656253
-0.0069710924,-0.0032010898,0.3648672
-0.007743807,-0.0046938285,0.3638629
-0.008588733,-0.006287046,0.36260286
-0.009508686,-0.007988386,0.361076
-0.01050392,-0.009804979,0.35927284
-0.011573868,-0.011742666,0.35718423
-0.012716221,-0.013806425,0.35480124
-0.0040334775,0.010212138,0.35905814
-0.0041076704,0.009428367,0.36040592
-0.004222901,0.008606672,0.36162734
-0.004377113,0.0077469945,0.3627103
-0.0045688762,0.0068470538,0.3636412
-0.0047987862,0.005903706,0.36440852
-0.0050678267,0.0049137846,0.365
-0.005377279,0.0038716495,0.36540392
-0.005730824,0.0027730614,0.3656097
-0.0061301156,0.0016117245,0.36560696
-0.006289379,0.0011680648,0.36555177
-0.0067577376,-8.932501e-05,0.36524782
-0.0072810813,-0.0014249906,0.364713
-0.007863225,-0.0028453842,0.3639376
-0.008506881,-0.0043587983,0.36291277
-0.009215655,-0.0059728846,0.3616291
-0.009991141,-0.0076942146,0.36007756
-0.010834621,-0.009530835,0.3582489
-0.011746349,-0.011487983,0.3561346
-0.012725325,-0.013570197,0.35372716
-0.0057356074,0.010970369,0.35781896
-0.005796598,0.01012978,0.3592665
-0.005888806,0.009259298,0.36057538
-0.006010206,0.008356914,0.3617322
-0.0061595007,0.0074191988,0.36272463
-0.006337674,0.0064424276,0.36354086
-0.0065454706,0.005421683,0.36416924
-0.006784992,0.0043522045,0.36459976
